Date,Tees,Hole,Par,Score,Points,Hit Fairway,Tee Shot Result,Tee Shot Miss,Pin Location,GIR,Penalty,Scramble Save,# Putts,Fault,Notes
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
